ID,LvlSpr,02-May,01-May,30-Apr,29-Apr,28-Apr,27-Apr,26-Apr,25-Apr,24-Apr,23-Apr,22-Apr,21-Apr,20-Apr,19-Apr,18-Apr,17-Apr,16-Apr,15-Apr,14-Apr,13-Apr,12-Apr,11-Apr,10-Apr,09-Apr,08-Apr,07-Apr,06-Apr,05-Apr,04-Apr,03-Apr,02-Apr,01-Apr,31-Mar,30-Mar,29-Mar,28-Mar,27-Mar,26-Mar,25-Mar,24-Mar,23-Mar,22-Mar,21-Mar,20-Mar,19-Mar,18-Mar,17-Mar,16-Mar,15-Mar,14-Mar,13-Mar,12-Mar,11-Mar,10-Mar,09-Mar,08-Mar,07-Mar,06-Mar,05-Mar,04-Mar,03-Mar,02-Mar,01-Mar,28-Feb,27-Feb,26-Feb,25-Feb,24-Feb,23-Feb,22-Feb,21-Feb,20-Feb,19-Feb,18-Feb,17-Feb,16-Feb,15-Feb,14-Feb,13-Feb,12-Feb,11-Feb,10-Feb,09-Feb,08-Feb,07-Feb
594,Spr,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,Lvl,13,10,11,12,11,11,12,12,12,11,11,11,11,11,12,14,11,11,11,10,11,11,11,11,11,11,11,11,11,12,13,11,14,12,11,12,12,10,10,11,12,11,10,10,10,11,12,13,12,12,11,13,11,28,12,12,12,16,12,12,12,13,13,12,11,12,12,12,12,12,12,12,12,12,12,12,13,11,13,12,15,12,,,
595,Spr,12,3,4,5,21,10,5,9,9,17,10,3,5,7,9,7,3,4,4,10,4,9,12,3,3,9,3,4,6,4,15,7,23,12,4,4,7,9,3,11,6,19,4,3,4,7,16,8,8,10,8,5,5,16,17,5,8,15,6,8,6,13,6,5,5,5,5,4,18,5,13,5,12,5,5,9,8,19,8,5,7,5,,,
596,Lvl,19,19,18,18,19,18,19,18,20,20,19,18,18,19,18,18,18,18,17,18,18,18,19,18,18,18,18,19,19,18,18,18,21,18,18,18,18,18,18,18,18,20,18,18,18,21,20,18,17,18,18,19,17,20,17,18,18,21,18,18,20,26,19,18,17,17,17,17,17,17,17,17,17,17,17,18,,,,,,,,,
596,Spr,9,5,4,6,5,5,6,4,7,7,5,4,5,6,4,8,5,16,6,5,13,5,6,5,7,7,12,5,7,12,6,5,7,5,5,4,4,5,6,7,5,7,4,4,10,8,8,6,4,6,5,6,7,9,6,6,5,7,5,6,11,12,5,5,8,5,4,8,6,6,17,5,5,11,9,6,,,,,,,,,
597,Lvl,11,11,11,10,11,11,11,11,11,11,11,11,11,11,29,27,28,28,27,28,26,29,27,24,27,28,34,35,31,44,26,14,18,22,24,25,27,29,30,33,35,40,18,19,22,22,22,21,21,23,22,21,21,26,18,18,19,28,15,12,13,13,12,11,11,17,12,12,12,,,,,,,,,,,,,,,,
597,Spr,4,4,6,2,2,3,7,2,6,4,3,3,3,3,8,8,11,7,7,7,7,6,8,7,6,6,6,6,6,8,10,6,10,5,4,4,5,3,4,3,3,4,10,10,11,11,7,6,11,10,5,10,7,8,9,11,9,5,6,6,5,14,7,5,5,7,6,17,3,,,,,,,,,,,,,,,,
598,Lvl,11,11,11,10,10,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,Spr,3,3,3,3,5,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Lvl,22,22,22,22,23,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,Spr,12,3,4,4,5,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,Lvl,13,14,14,13,13,13,13,13,15,14,13,14,13,14,14,14,13,14,14,15,14,14,14,15,14,15,14,13,13,15,14,14,14,13,15,14,16,15,15,15,15,16,15,14,14,17,19,15,15,15,14,15,15,18,15,15,15,15,14,16,18,19,16,15,15,16,17,16,15,15,14,14,14,14,15,17,16,,14,16,16,15,,,
600,Spr,10,3,3,3,3,3,18,5,9,8,4,3,3,4,3,8,4,3,3,3,3,3,4,3,3,3,2,3,4,3,4,3,9,8,2,3,5,3,7,6,7,5,2,3,4,12,14,5,11,4,13,3,3,8,3,3,2,5,3,3,9,15,8,3,3,3,3,3,3,2,4,3,7,13,5,6,11,,9,10,15,4,,,
601,Lvl,16,17,17,20,17,17,15,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,Spr,8,5,9,7,9,4,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Lvl,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,Spr,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,Lvl,,11,11,10,11,11,11,11,11,11,11,11,11,11,11,11,10,11,10,10,10,10,11,11,11,11,11,11,11,11,10,10,11,10,11,11,11,10,10,10,10,10,10,10,10,10,,11,10,11,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,
603,Spr,,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,2,3,3,4,2,3,2,3,3,3,3,4,4,3,4,4,5,,7,3,3,4,2,3,3,3,3,3,3,3,3,2,2,3,3,3,3,3,3,4,4,3,3,3,3,3,4,,,,,,,,,
604,Lvl,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,Spr,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Lvl,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,Spr,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Lvl,12,11,10,11,11,11,11,11,11,11,11,11,12,11,11,11,11,11,10,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,Spr,8,5,5,13,6,6,9,13,14,6,7,11,6,7,7,6,6,18,21,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Lvl,14,13,14,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,Spr,6,9,7,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Lvl,16,12,15,12,12,11,16,14,18,18,14,20,15,13,18,21,13,15,11,14,21,12,19,11,16,15,16,19,12,14,22,15,20,12,13,17,15,11,13,14,19,20,15,12,16,16,18,12,18,19,20,13,20,19,16,15,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,Spr,12,12,9,23,17,19,20,10,16,18,19,19,19,19,13,19,18,26,4,8,7,14,13,10,28,22,9,24,5,10,15,16,21,6,19,18,10,4,21,24,20,22,17,20,23,20,22,16,23,13,15,13,12,18,9,23,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,Lvl,15,19,15,15,15,16,13,12,12,13,12,16,13,15,12,15,12,13,13,15,15,11,15,12,12,17,14,17,14,17,12,11,15,13,11,12,14,12,11,12,13,12,11,12,14,12,13,11,11,11,14,11,12,13,11,11,11,16,11,11,12,13,,12,11,12,11,11,12,11,11,10,11,10,12,12,11,12,12,,,,,,
611,Spr,17,8,7,13,6,7,20,5,14,19,9,7,6,7,5,6,5,9,5,6,13,5,6,5,5,16,6,5,6,8,5,3,9,7,3,4,9,4,4,7,4,5,4,6,6,21,5,3,25,3,7,4,5,9,4,3,4,8,5,5,6,9,,4,5,6,21,3,4,4,5,3,3,3,5,4,4,23,4,,,,,,
612,Lvl,11,11,12,12,11,13,11,11,12,11,11,11,11,11,11,11,11,11,12,13,12,11,11,11,11,11,12,11,11,10,15,15,13,11,11,12,11,11,11,11,11,12,11,11,11,11,11,12,12,11,11,14,13,24,15,12,12,18,13,13,14,15,12,12,13,14,12,15,14,14,,,,,,,,,,,,,,,
612,Spr,26,6,11,18,10,13,9,7,9,7,19,22,14,18,3,19,12,21,14,5,7,11,8,18,19,16,12,15,15,9,13,18,15,21,9,6,8,7,25,19,13,19,11,16,5,20,20,7,6,12,19,7,27,16,17,20,19,18,15,23,23,19,7,14,26,6,24,22,17,25,,,,,,,,,,,,,,,
613,Lvl,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,11,10,10,10,11,12,10,10,10,10,10,10,11,10,10,10,11,10,10,10,11,10,10,,,,,,,,,,,,,,,,,,,,,
613,Spr,3,3,3,3,3,3,4,3,6,4,3,3,3,3,17,4,3,3,3,3,4,3,4,3,3,3,5,3,5,3,4,3,11,3,3,4,3,3,3,4,5,9,5,3,8,9,16,3,8,4,6,3,3,4,3,3,3,4,5,4,7,17,8,18,,,,,,,,,,,,,,,,,,,,,
614,Lvl,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,Spr,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Lvl,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,Spr,5,3,3,3,3,4,5,3,4,4,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Lvl,24,23,19,19,19,19,20,19,20,20,20,20,19,19,18,19,18,18,18,18,18,18,18,18,18,18,18,17,17,17,18,18,18,17,17,18,19,18,18,18,18,18,18,17,17,17,19,18,18,18,17,18,18,18,18,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,Spr,4,4,4,9,5,15,3,10,4,3,5,4,4,3,3,4,7,8,4,3,3,3,7,8,5,5,3,4,3,3,17,6,11,3,4,3,4,4,9,8,8,4,4,3,3,9,6,4,6,4,4,3,9,14,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Lvl,11,11,10,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,Spr,12,3,3,3,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,Lvl,13,11,12,12,12,11,11,12,12,11,11,11,12,12,13,14,11,11,11,11,11,11,12,11,11,11,11,11,11,12,14,11,16,12,11,11,12,11,11,12,13,12,10,10,12,12,15,17,13,12,11,15,11,24,12,12,12,17,12,12,13,18,12,11,12,11,12,11,12,12,12,12,12,12,13,12,13,,13,13,17,12,,,
618,Spr,9,4,5,4,4,3,4,9,6,4,5,7,4,5,5,6,4,4,17,3,10,5,7,4,4,5,4,4,6,4,8,5,13,11,5,5,6,4,20,12,7,6,6,3,9,12,10,12,6,7,12,10,5,9,6,7,6,10,6,11,9,15,9,5,5,5,5,5,15,7,5,5,4,4,11,10,8,,8,7,14,4,,,
619,Lvl,16,15,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,Spr,6,5,5,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,Lvl,14,14,12,14,13,15,25,20,16,13,13,14,13,13,12,13,12,13,12,13,13,13,13,12,14,12,13,19,13,13,14,12,15,12,12,14,13,13,13,13,14,16,13,16,11,12,16,14,14,13,18,14,14,18,14,15,14,18,13,11,12,15,11,11,11,11,13,12,12,12,10,,,,,,,,,,,,,,
620,Spr,14,5,6,7,17,7,19,9,11,6,8,12,7,7,20,10,12,4,4,5,4,8,6,4,15,5,6,12,11,5,8,4,7,5,14,7,6,8,11,9,18,12,7,14,4,7,14,9,13,8,18,6,6,6,6,20,7,6,6,7,10,8,4,5,4,5,12,5,15,9,7,,,,,,,,,,,,,,
621,Lvl,18,15,12,12,11,11,24,19,31,22,19,11,12,13,12,17,14,11,11,11,12,11,12,11,12,11,13,13,12,13,13,12,19,13,11,15,20,15,14,14,14,20,12,12,14,23,22,13,14,13,16,18,12,19,13,12,15,20,11,14,14,23,12,12,12,15,15,15,17,13,15,15,17,13,16,,,,,,,,,,
621,Spr,12,10,4,12,3,6,14,13,18,16,17,3,3,3,11,14,13,3,7,8,14,4,7,3,4,11,5,9,5,9,7,3,18,19,5,11,8,6,9,5,11,14,10,4,13,17,15,5,13,15,15,11,5,9,11,11,4,7,14,7,11,18,10,5,4,11,11,10,8,9,9,9,11,9,12,,,,,,,,,,
622,Lvl,13,14,14,13,14,14,16,14,14,15,15,13,15,14,13,14,16,14,16,14,14,16,14,14,14,14,14,14,15,16,13,16,14,13,13,15,15,14,13,12,14,14,12,13,12,14,16,15,15,15,13,14,16,17,15,12,14,14,13,12,12,16,12,11,13,12,14,12,14,11,12,13,11,12,12,13,13,,12,11,13,,,,
622,Spr,6,4,5,3,3,3,7,3,6,6,6,3,6,3,3,6,7,3,6,3,4,7,3,3,3,5,3,3,6,4,5,6,9,15,3,7,7,7,3,9,6,5,5,5,3,5,8,7,13,6,8,6,7,10,7,3,6,5,4,3,12,12,5,3,5,3,6,3,7,5,3,5,4,5,3,10,9,,5,4,6,,,,
623,Lvl,14,13,13,12,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,Spr,15,5,6,7,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,Lvl,39,39,39,39,38,38,38,38,39,39,40,38,40,39,39,39,40,40,39,38,38,36,38,36,37,37,37,37,38,39,38,37,39,38,39,39,40,40,44,40,43,36,37,37,36,38,38,38,37,38,38,39,41,41,39,39,40,39,42,40,42,38,39,34,39,51,39,41,38,40,43,39,42,41,38,39,38,39,40,40,,,,,
624,Spr,12,11,12,10,14,10,9,15,12,10,11,11,11,10,10,11,11,11,9,9,9,7,7,8,8,8,8,8,7,11,7,8,9,9,9,8,8,9,7,9,9,6,6,5,6,7,7,6,6,7,6,7,8,6,7,6,5,5,7,8,7,7,9,5,13,5,6,8,5,6,7,5,6,5,6,7,6,5,6,6,,,,,
625,Lvl,14,13,13,14,14,13,17,14,16,14,18,16,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,Spr,7,24,11,10,12,10,15,17,12,8,14,15,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,Lvl,16,10,10,10,10,10,11,11,11,11,12,11,11,10,11,14,11,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,16,10,10,10,12,10,10,10,11,11,10,10,10,11,11,10,11,10,10,11,10,21,10,10,10,14,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,,,,,,,,,
626,Spr,12,3,3,4,3,4,6,11,7,9,6,3,3,2,3,14,5,4,3,5,3,3,3,4,4,3,3,3,3,3,4,3,25,3,3,3,8,3,3,3,11,5,3,3,3,5,5,3,6,3,6,4,3,10,15,4,13,16,3,4,3,9,5,3,3,3,5,4,3,3,3,3,3,3,4,5,,,,,,,,,
627,Lvl,16,13,13,13,12,13,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,Spr,7,7,15,10,8,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,Lvl,10,10,10,10,10,10,10,10,11,11,10,10,10,10,11,11,10,15,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,12,10,10,10,12,10,10,10,10,10,10,,,,,,,,,,,,,,,,,
628,Spr,11,3,4,3,3,3,5,4,14,5,3,3,3,3,3,6,3,8,3,3,3,3,10,14,3,3,9,11,5,5,4,3,7,3,3,4,3,3,3,15,16,6,3,3,5,4,7,5,21,3,8,3,10,4,3,16,3,5,5,3,6,14,5,3,16,16,16,3,,,,,,,,,,,,,,,,,
629,Lvl,,22,22,22,21,23,28,24,33,25,18,18,23,23,22,23,22,22,13,13,13,21,23,21,22,13,,21,23,24,19,11,11,10,10,11,11,10,12,10,13,10,10,11,10,10,11,11,11,,11,11,11,12,10,10,10,10,11,10,10,,23,10,10,12,10,10,10,10,10,,11,10,10,,10,11,10,10,15,15,10,10,10
629,Spr,,11,6,4,4,11,17,12,18,15,3,3,9,7,4,10,9,4,5,5,5,3,9,5,3,5,,4,5,5,8,4,15,3,3,4,11,3,4,4,12,5,3,3,4,4,4,5,13,,2,5,3,19,3,3,3,3,16,3,4,,4,3,3,5,3,3,3,3,3,,5,4,4,,4,8,3,12,19,20,8,4,4
630,Lvl,12,11,11,11,11,11,12,11,12,12,12,12,12,12,11,13,11,11,11,11,11,11,17,11,11,12,14,13,11,12,18,11,18,11,11,11,12,35,14,11,14,11,12,11,27,12,12,11,14,10,11,11,11,14,11,11,11,13,10,11,11,11,10,11,11,11,11,11,11,,,,,,,,,,,,,,,,
630,Spr,26,8,28,19,4,25,26,23,24,12,18,5,13,4,5,6,24,5,10,8,10,12,15,4,7,19,5,7,13,12,14,8,13,31,3,9,29,27,22,24,6,14,4,29,26,23,18,24,18,23,23,23,19,20,18,18,20,21,18,26,21,13,14,23,7,4,15,8,21,,,,,,,,,,,,,,,,
631,Lvl,12,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,Spr,3,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,Lvl,11,10,10,10,10,10,10,10,11,10,11,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,11,10,10,10,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,10,10,24,26,26,26,25,25,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,,10,10,11,10,,,
633,Spr,6,3,3,14,4,3,3,3,5,4,3,4,3,3,3,3,5,4,3,3,3,3,5,15,3,3,3,3,3,5,3,3,5,3,4,4,5,5,15,6,5,3,3,3,4,10,4,3,4,3,4,3,3,5,8,8,7,8,7,3,4,5,3,3,3,4,4,3,3,3,3,3,4,3,4,4,5,,4,3,6,3,,,
634,Lvl,15,14,14,15,16,16,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,Spr,6,3,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,Lvl,17,13,12,12,11,11,15,11,12,14,12,11,11,12,11,12,11,11,11,11,11,11,26,11,11,11,13,12,11,30,32,11,34,11,10,12,12,11,11,12,15,14,12,12,12,14,25,11,12,11,11,25,12,31,11,11,11,30,31,13,12,14,14,12,11,11,12,11,11,11,11,12,,,,,,,,,,,,,
635,Spr,12,26,7,14,4,4,10,5,6,7,8,6,25,7,6,6,4,3,19,9,5,15,12,5,6,3,7,5,5,9,8,5,7,23,10,7,5,23,5,8,11,11,7,7,8,10,18,14,8,11,8,10,8,8,9,8,10,8,23,21,9,13,9,8,10,29,8,20,11,11,8,10,,,,,,,,,,,,,
636,Lvl,12,12,11,12,12,12,12,12,12,12,14,14,15,15,15,15,14,14,14,13,13,13,13,14,14,15,14,12,13,16,14,15,14,14,14,15,15,15,16,16,15,15,15,14,14,14,15,15,16,15,15,15,15,15,15,15,15,49,45,45,45,45,47,45,44,45,44,44,44,44,44,45,44,45,45,,,,,,,,,,
636,Spr,8,2,2,3,3,3,3,3,5,3,5,4,4,4,5,5,4,4,5,5,4,4,4,4,5,4,5,3,4,4,4,4,5,4,4,5,4,4,5,5,5,4,5,4,4,4,4,4,4,5,5,4,5,4,4,4,5,4,3,3,4,3,5,4,4,3,4,4,5,4,4,4,4,4,4,,,,,,,,,,
637,Lvl,22,21,21,21,21,21,22,22,21,21,21,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,Spr,3,15,10,3,4,5,3,3,3,16,16,7,3,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Lvl,15,13,12,16,19,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,Spr,4,18,9,4,5,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,Lvl,25,27,28,24,30,26,25,25,24,28,23,25,22,16,17,23,25,29,18,17,29,28,23,25,15,26,29,29,30,26,25,29,28,26,24,18,17,25,22,20,25,25,27,27,24,26,30,29,26,28,27,28,29,28,29,25,29,25,28,30,30,30,28,29,28,28,28,29,23,24,30,27,23,22,27,23,24,21,,,,,,,
639,Spr,8,13,11,22,11,13,14,14,12,16,8,12,10,9,23,10,14,14,14,8,11,9,10,15,15,15,19,8,13,9,6,9,14,19,12,16,8,11,10,15,8,17,11,5,7,11,12,11,14,13,9,15,16,9,8,8,8,11,13,4,4,10,7,4,6,6,7,11,10,14,19,14,16,10,17,17,15,14,,,,,,,
640,Lvl,19,14,15,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Spr,9,5,14,16,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Lvl,11,10,10,12,11,11,11,11,11,11,11,11,11,11,10,10,10,11,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,Spr,11,4,7,8,6,10,8,8,8,4,9,12,8,5,4,8,10,9,13,6,4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,Lvl,17,16,15,15,14,15,16,15,16,16,15,15,16,15,15,15,15,15,15,16,15,14,14,15,15,16,16,15,16,15,16,14,20,15,15,15,16,15,15,15,15,15,15,15,15,16,16,19,16,17,15,19,16,21,15,16,16,20,16,16,16,19,16,17,17,17,15,14,16,15,16,17,16,17,17,17,16,,16,16,20,16,,,
642,Spr,8,3,14,4,5,4,8,11,4,4,3,3,3,3,3,4,3,3,3,4,3,3,6,9,4,4,3,3,6,3,14,5,11,4,3,3,14,3,3,12,4,3,3,3,3,4,7,13,4,3,4,11,6,11,3,3,3,12,3,4,6,9,4,4,3,3,3,3,3,13,4,4,4,4,3,6,5,,7,4,10,4,,,
643,Lvl,12,11,12,12,13,12,13,12,12,12,12,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,Spr,8,5,13,17,18,8,11,8,9,10,21,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Lvl,14,14,14,14,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,Spr,3,4,4,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Lvl,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,Spr,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
