ID,LvlSpr,02-May,01-May,30-Apr,29-Apr,28-Apr,27-Apr,26-Apr,25-Apr,24-Apr,23-Apr,22-Apr,21-Apr,20-Apr,19-Apr,18-Apr,17-Apr,16-Apr,15-Apr,14-Apr,13-Apr,12-Apr,11-Apr,10-Apr,09-Apr,08-Apr,07-Apr,06-Apr,05-Apr,04-Apr,03-Apr,02-Apr,01-Apr,31-Mar,30-Mar,29-Mar,28-Mar,27-Mar,26-Mar,25-Mar,24-Mar,23-Mar,22-Mar,21-Mar,20-Mar,19-Mar,18-Mar,17-Mar,16-Mar,15-Mar,14-Mar,13-Mar,12-Mar,11-Mar,10-Mar,09-Mar,08-Mar,07-Mar,06-Mar,05-Mar,04-Mar,03-Mar,02-Mar,01-Mar,28-Feb,27-Feb,26-Feb,25-Feb,24-Feb,23-Feb,22-Feb,21-Feb,20-Feb,19-Feb,18-Feb,17-Feb,16-Feb,15-Feb,14-Feb,13-Feb,12-Feb,11-Feb,10-Feb,09-Feb,08-Feb,07-Feb
44,Spr,5,4,4,4,4,5,5,4,5,4,4,4,4,4,3,6,4,6,4,4,4,4,4,4,5,6,3,4,4,4,8,5,10,4,3,3,11,4,4,5,5,4,3,4,5,14,5,6,4,6,7,5,5,5,4,8,4,4,3,7,8,9,12,13,3,4,4,4,4,5,6,5,5,6,6,10,9,,8,7,7,4,,,
45,Lvl,31,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Spr,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Lvl,13,13,14,13,12,12,13,12,13,13,13,13,12,12,12,12,11,12,12,16,12,12,13,12,20,12,13,12,12,11,12,11,15,11,11,12,13,11,11,13,12,13,11,12,13,12,13,12,14,12,12,12,12,15,12,11,12,19,25,22,20,20,27,13,14,14,12,14,,,,,,,,,,,,,,,,,
46,Spr,4,2,5,3,3,3,3,6,9,4,3,3,3,3,3,5,12,12,3,4,4,3,5,3,7,3,4,5,10,3,6,3,12,6,3,3,3,2,3,3,4,7,7,2,4,3,10,3,9,3,10,3,3,5,3,2,3,12,2,2,12,7,2,3,5,4,4,4,,,,,,,,,,,,,,,,,
47,Lvl,15,16,15,16,14,13,15,14,14,14,14,14,13,13,13,14,12,13,12,13,12,12,13,12,12,14,12,13,12,12,13,13,15,12,12,12,13,12,12,13,13,14,13,13,13,13,13,12,13,13,12,12,13,14,12,16,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,Spr,6,6,38,17,11,5,10,3,7,13,11,15,14,16,12,6,15,17,5,5,20,7,10,5,18,37,9,7,8,6,8,16,15,8,3,4,7,7,16,16,4,6,9,4,5,11,13,5,11,5,7,4,16,16,4,8,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Lvl,12,11,11,11,11,12,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Spr,6,7,8,8,9,6,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,Lvl,27,25,26,26,26,25,26,26,26,26,27,28,29,27,26,26,26,26,29,29,30,27,27,27,27,27,26,27,27,29,25,26,27,26,24,25,25,24,25,25,25,25,25,24,28,27,25,25,29,24,25,25,25,29,26,28,26,26,26,24,24,23,22,22,22,23,23,24,,,,,,,,,,,,,,,,,
49,Spr,4,4,3,3,3,3,4,3,4,4,3,4,4,4,4,4,3,4,4,5,4,3,3,3,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,3,5,4,4,4,6,3,3,3,3,5,5,6,3,4,4,4,4,6,3,3,3,3,3,4,,,,,,,,,,,,,,,,,
50,Lvl,10,10,10,10,10,10,10,10,11,11,11,11,11,10,12,11,10,10,10,10,10,10,10,10,10,10,10,10,11,10,11,10,14,11,10,11,11,10,10,11,11,11,10,10,12,15,16,11,11,11,11,11,10,15,10,10,10,18,10,11,11,18,13,10,,,,,,,,,,,,,,,,,,,,,
50,Spr,3,3,3,3,3,3,4,3,6,4,2,2,3,2,6,9,3,3,3,3,3,3,4,3,3,3,3,3,6,4,4,4,7,3,3,3,4,3,4,5,6,7,4,4,8,8,12,7,5,9,7,4,4,9,4,4,4,11,4,4,6,16,9,4,,,,,,,,,,,,,,,,,,,,,
51,Lvl,,18,17,17,17,17,18,17,18,18,18,18,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,18,18,17,17,17,17,18,17,,17,17,17,17,26,18,18,17,17,18,18,17,17,16,17,22,17,22,16,19,16,18,16,16,19,19,17,17,16,16,17,16,16,16,17,,,,,,,,,,,,,,
51,Spr,,14,6,8,9,14,9,5,5,16,17,12,8,14,8,18,5,11,5,6,7,5,16,16,7,5,7,11,7,5,14,10,13,14,6,,15,15,17,15,17,9,5,10,8,6,16,6,8,15,6,14,16,17,5,5,9,14,6,8,16,11,5,7,15,5,12,18,9,6,8,,,,,,,,,,,,,,
52,Lvl,14,13,14,14,14,14,14,20,18,18,19,19,18,14,14,13,13,13,13,13,13,13,12,13,12,13,12,12,12,12,13,14,13,13,12,12,12,12,16,13,13,12,13,12,19,12,14,18,13,12,12,12,19,16,15,12,12,13,12,13,13,14,22,12,12,12,22,13,12,11,11,11,11,11,11,11,11,,11,11,,,,,
52,Spr,10,4,9,16,15,15,20,10,16,7,13,12,7,18,7,11,19,17,15,7,9,22,11,12,15,20,14,15,7,9,20,20,16,22,17,10,13,10,21,20,16,17,16,11,12,22,19,30,18,23,11,19,18,21,12,15,13,20,17,23,19,18,11,5,13,14,19,17,6,20,9,13,8,14,17,6,7,,5,8,,,,,
53,Lvl,12,10,10,11,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Spr,24,9,11,12,9,9,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Lvl,31,31,16,17,16,17,25,32,16,18,18,29,31,20,25,19,24,15,17,32,28,20,45,17,24,18,27,25,30,40,19,19,28,32,31,33,21,18,18,27,39,23,32,32,24,23,28,30,39,27,27,19,14,22,14,29,34,34,13,13,23,29,27,35,27,14,15,35,18,26,26,,,,,,,,,,,,,,
54,Spr,15,7,17,14,14,18,11,19,12,13,11,16,17,14,18,15,15,14,18,15,17,10,7,10,13,16,23,16,15,13,13,14,16,11,15,18,19,8,15,16,7,14,4,4,9,9,12,11,12,11,21,11,16,18,15,9,11,12,11,19,14,9,13,8,14,16,18,12,15,19,14,,,,,,,,,,,,,,
55,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,Lvl,11,10,10,11,10,11,11,12,11,11,11,11,10,10,10,10,10,10,10,11,11,11,11,11,10,10,10,10,11,15,12,10,15,10,10,10,11,11,10,10,11,10,10,10,10,11,12,17,11,10,11,13,10,19,10,10,10,11,10,11,11,13,13,10,11,11,11,11,10,10,10,10,10,10,10,10,11,,10,11,11,10,,,
56,Spr,7,7,11,4,3,2,5,4,4,3,4,3,3,4,5,6,4,3,3,5,3,3,4,3,3,4,5,6,3,6,4,3,5,6,3,3,9,3,3,3,4,3,3,3,3,3,8,5,7,4,3,4,5,5,2,3,3,5,3,3,10,8,13,2,3,3,13,7,4,3,7,3,3,3,3,7,3,,5,5,4,3,,,
57,Lvl,21,17,13,14,13,12,17,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,Spr,13,5,5,6,7,7,11,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Lvl,22,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Spr,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Lvl,14,13,12,13,13,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,Spr,9,13,3,4,14,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Lvl,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Spr,4,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Lvl,10,10,10,10,10,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Spr,3,3,3,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Lvl,16,23,24,24,10,11,11,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Spr,8,22,14,16,19,18,19,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,Lvl,12,11,11,10,10,11,11,11,11,11,11,11,12,11,11,12,11,11,11,11,11,11,12,11,11,11,12,11,11,11,12,10,17,11,11,11,11,10,10,11,12,13,11,10,11,11,11,11,11,10,11,17,10,21,10,10,10,17,10,10,11,13,11,10,11,10,10,10,11,11,11,,,,,,,,,,,,,,
64,Spr,18,8,3,3,8,16,7,4,13,7,11,3,4,6,4,9,7,17,3,5,3,3,5,9,3,3,10,15,5,7,8,3,9,3,3,3,4,3,2,3,14,13,3,2,4,8,7,6,6,4,4,7,7,12,3,3,5,9,3,6,4,8,5,10,3,3,4,4,6,7,4,,,,,,,,,,,,,,
65,Lvl,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Spr,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,13,10,10,10,10,10,10,10,11,15,10,10,11,12,14,10,13,10,10,11,10,13,10,10,10,16,10,10,11,24,11,10,,,,,,,,,,,,,,,,,,,,,
66,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,10,12,3,3,3,6,3,3,5,12,18,3,3,17,19,18,6,15,6,8,8,3,9,10,3,3,12,2,11,7,18,18,3,,,,,,,,,,,,,,,,,,,,,
67,Lvl,12,11,11,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Spr,4,4,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Lvl,11,11,11,11,11,11,12,11,11,11,11,11,11,11,11,12,10,11,10,10,10,10,11,11,11,10,11,10,11,10,11,11,12,10,11,10,14,11,11,11,11,11,10,10,10,10,12,10,11,11,10,11,10,11,10,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,Spr,6,2,3,3,3,3,10,3,5,6,3,4,3,3,5,7,2,3,3,2,3,4,5,3,3,3,3,4,3,4,4,4,7,2,3,4,7,3,6,5,8,8,3,3,4,3,8,3,5,3,9,3,4,9,3,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Lvl,27,15,14,13,13,14,16,13,15,16,19,26,15,20,25,18,14,15,15,19,14,14,19,15,15,24,17,14,14,16,20,14,21,15,15,24,16,18,16,20,25,26,17,12,14,16,24,16,18,17,14,21,23,26,14,14,14,23,14,15,16,19,14,27,15,13,15,25,14,13,14,,,,,,,,,,,,,,
70,Spr,16,6,17,7,17,5,9,7,15,14,7,14,4,10,15,17,7,7,9,7,13,9,12,14,5,12,12,8,7,4,11,7,10,11,5,10,6,4,11,8,13,16,6,3,7,13,12,10,10,7,11,9,14,10,5,6,5,9,4,15,5,15,6,16,5,14,14,13,9,5,5,,,,,,,,,,,,,,
71,Lvl,11,11,11,11,10,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,Spr,5,2,3,3,4,3,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Lvl,11,10,10,10,10,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,Spr,3,3,3,3,3,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Lvl,10,10,10,10,11,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Spr,4,3,3,3,3,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Lvl,11,10,10,10,10,10,10,15,17,14,14,12,12,11,12,16,13,11,11,12,12,13,13,11,11,11,12,12,12,12,13,12,23,12,13,12,13,12,11,11,14,14,13,11,14,23,18,12,14,12,12,14,11,23,11,11,14,23,15,13,12,26,25,14,14,31,30,31,14,15,31,15,18,19,29,10,,,,,,,,,
76,Spr,3,3,3,3,3,3,3,10,12,9,8,3,3,4,8,12,9,3,3,7,10,10,8,3,3,3,3,5,6,3,9,3,11,3,3,4,8,3,3,7,7,9,3,3,7,11,10,9,10,12,12,11,3,9,3,10,3,10,3,9,9,16,9,19,8,18,10,17,20,23,15,19,16,16,15,5,,,,,,,,,
77,Lvl,14,14,15,14,14,14,15,14,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,15,15,14,14,15,14,15,14,19,14,14,15,16,16,15,16,16,16,15,15,15,16,16,15,16,15,15,16,16,18,16,16,16,23,16,16,16,19,16,16,16,16,16,16,,,,,,,,,,,,,,,,,
77,Spr,4,3,3,4,3,4,4,4,4,3,3,4,3,9,3,4,3,3,15,3,13,3,3,5,4,4,6,4,7,3,3,3,6,4,3,19,4,3,4,4,3,3,4,3,4,14,13,3,13,3,6,3,3,6,3,3,3,10,3,3,4,8,4,4,3,3,9,15,,,,,,,,,,,,,,,,,
78,Lvl,15,17,18,22,22,15,21,17,17,15,22,20,16,18,16,17,14,22,21,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Spr,19,8,11,15,12,15,16,14,13,10,16,12,16,19,14,11,16,11,17,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Lvl,11,10,10,10,11,11,11,11,,11,10,10,10,11,10,24,26,25,,27,26,26,26,26,25,26,24,23,25,25,24,25,25,25,25,25,27,26,0,0,0,13,10,10,11,12,12,11,15,10,11,11,11,12,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,Spr,3,3,2,3,3,3,3,3,,3,4,3,2,3,4,4,2,2,,2,2,7,3,2,2,1,5,4,3,2,8,4,2,6,2,3,3,2,0,0,0,12,4,6,16,11,20,10,17,6,4,9,13,14,7,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Lvl,13,11,13,13,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,Spr,6,5,4,5,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,Lvl,11,10,10,10,10,10,10,10,11,10,11,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,14,10,10,11,10,10,10,10,10,10,10,11,10,10,10,10,10,14,20,10,10,10,10,10,24,10,10,11,12,10,10,10,10,10,10,10,10,10,10,10,11,11,10,,,,,,,,,,,,,
81,Spr,14,3,3,4,6,4,13,14,3,5,4,3,3,4,3,5,4,5,4,3,4,3,15,3,4,3,3,6,3,14,15,4,19,15,3,4,3,3,5,14,10,4,3,4,5,4,21,16,4,3,4,14,7,26,4,3,4,21,4,3,8,9,3,5,3,3,7,3,5,4,6,4,,,,,,,,,,,,,
82,Lvl,11,10,10,10,10,10,11,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,Spr,3,4,3,3,4,3,4,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Lvl,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,Spr,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Lvl,23,21,20,22,21,19,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,Spr,10,8,12,9,12,10,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Lvl,12,11,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,Spr,16,3,3,4,6,3,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Lvl,13,14,17,19,13,17,14,14,14,14,14,14,14,14,14,14,13,15,13,14,14,13,14,20,14,14,14,16,17,15,20,13,21,13,13,13,25,19,14,19,20,20,14,19,18,18,19,19,20,14,18,21,19,21,19,19,19,22,20,21,20,20,19,21,15,18,18,18,18,18,14,18,18,21,19,18,17,20,,,,,,,
86,Spr,9,4,5,9,5,7,4,6,6,4,4,4,12,4,3,9,4,8,5,5,5,4,6,10,8,7,4,6,7,4,6,8,6,6,4,5,12,9,11,10,9,10,4,7,10,7,7,6,9,7,7,7,9,9,9,9,9,9,10,8,7,10,8,9,9,7,5,7,8,10,11,7,6,10,8,6,4,9,,,,,,,
87,Lvl,,,,10,10,10,10,10,10,10,10,10,10,30,30,31,32,32,33,34,33,34,34,33,21,19,20,20,17,22,26,20,29,21,21,18,20,19,20,23,22,20,19,19,25,21,23,22,22,22,24,29,25,27,23,23,20,21,21,24,24,27,25,28,20,21,20,19,24,20,22,23,23,18,20,18,18,,26,25,24,,,,
87,Spr,,,,3,3,3,3,3,2,2,2,3,3,30,2,2,1,2,2,2,1,1,1,2,8,10,8,7,7,5,6,7,7,6,3,6,8,5,7,4,3,6,6,4,3,7,6,4,4,3,3,7,4,7,5,3,7,4,3,4,4,7,3,3,4,6,5,7,3,9,4,3,3,9,6,6,9,,3,3,5,,,,
88,Lvl,17,20,23,23,22,25,24,22,20,22,19,21,21,19,18,21,19,17,18,20,18,15,15,18,19,19,23,22,21,25,21,20,20,24,21,22,20,21,20,19,18,19,18,19,16,20,21,19,21,19,20,23,23,24,25,24,22,22,52,22,22,24,20,20,23,21,20,21,22,20,19,21,23,21,22,21,22,16,16,,,,,,
88,Spr,4,5,3,4,3,2,2,5,3,4,3,5,2,5,5,2,2,6,4,6,4,4,4,11,5,5,2,2,2,3,6,2,2,6,12,2,8,5,7,8,5,3,9,3,5,9,7,5,4,9,2,5,3,4,7,2,5,5,17,2,3,11,5,3,2,3,9,3,2,4,3,3,3,3,3,3,4,6,4,,,,,,
89,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Lvl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,Spr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Lvl,15,11,11,12,11,11,13,11,14,12,12,12,12,12,11,13,11,11,11,11,11,11,11,11,13,11,11,11,11,13,12,11,15,12,11,11,13,11,12,11,14,13,11,11,13,13,16,12,12,11,12,16,12,26,11,11,11,16,11,11,15,22,13,11,11,12,12,12,12,12,13,11,11,12,16,12,13,10,16,16,18,15,,,
91,Spr,10,3,5,6,6,3,10,8,8,7,7,4,4,4,6,4,3,10,3,3,3,3,6,3,6,5,6,3,6,4,12,3,15,20,3,3,11,4,3,12,11,5,4,3,4,8,12,12,16,16,13,10,3,11,3,3,5,12,4,5,11,13,8,3,3,3,7,4,12,5,6,5,4,6,8,7,10,24,9,6,7,7,,,
92,Lvl,17,16,13,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,Spr,6,7,8,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Lvl,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Spr,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Lvl,17,13,14,15,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,Spr,20,7,13,6,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Lvl,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,Spr,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Lvl,14,15,17,15,19,15,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,Spr,8,6,7,5,9,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Lvl,11,11,11,11,11,11,12,22,11,11,11,11,11,11,10,11,10,11,11,11,12,16,13,10,11,11,11,18,19,23,21,11,18,12,10,10,11,11,10,11,11,11,10,11,11,11,18,20,13,11,14,12,13,20,18,18,17,31,18,18,18,11,10,10,10,10,10,10,11,10,10,11,,,,,,,,,,,,,
97,Spr,3,13,3,3,14,3,10,11,10,4,14,6,3,4,3,4,12,7,3,6,11,8,9,12,9,5,4,8,6,4,15,8,15,4,10,2,3,3,9,18,5,12,11,3,3,12,11,12,5,4,11,7,12,16,5,5,4,17,8,8,8,7,5,14,4,5,11,13,9,11,12,12,,,,,,,,,,,,,
98,Lvl,11,11,11,11,11,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,Spr,5,3,3,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,Lvl,10,10,10,10,10,10,10,10,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,10,10,10,10,11,10,10,10,10,10,10,11,10,10,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
